samples.txt,inversions_completeList.txt,10000
ALTAI,HsInv0004,10000
ALTAI,HsInv0006,10000
ALTAI,HsInv0015,10000
ALTAI,HsInv0016,10000
ALTAI,HsInv0041,10000
ALTAI,HsInv0044,10000
ALTAI,HsInv0058,10000
ALTAI,HsInv0059,10000
ALTAI,HsInv0060,10000
ALTAI,HsInv0068,10000
ALTAI,HsInv0081,10000
ALTAI,HsInv0091,10000
ALTAI,HsInv0092,10000
ALTAI,HsInv0095,10000
ALTAI,HsInv0097,10000
ALTAI,HsInv0098,10000
ALTAI,HsInv0102,10000
ALTAI,HsInv0105,10000
ALTAI,HsInv0113,10000
ALTAI,HsInv0141,10000
ALTAI,HsInv0156,10000
ALTAI,HsInv0163,10000
ALTAI,HsInv0164,10000
ALTAI,HsInv0174,10000
ALTAI,HsInv0181,10000
ALTAI,HsInv0191,10000
ALTAI,HsInv0200,10000
ALTAI,HsInv0201,10000
ALTAI,HsInv0212,10000
ALTAI,HsInv0213,10000
ALTAI,HsInv0260,10000
ALTAI,HsInv0284,10000
ALTAI,HsInv0379,10000
ALTAI,HsInv0409,10000
ALTAI,HsInv0442,10000
ALTAI,HsInv0553,10000
ALTAI,HsInv0901,10000
ALTAI,HsInv0960,10000
ALTAI,HsInv0965,10000
ALTAI,HsInv0989,10000
ALTAI,HsInv0991,10000
ALTAI,HsInv1053,10000
ALTAI,HsInv1065,10000
ALTAI,HsInv1066,10000
ALTAI,HsInv1070,10000
ALTAI,HsInv1075,10000
ALTAI,HsInv1116,10000
ALTAI,HsInv1122,10000
ALTAI,HsInv1127,10000
ALTAI,HsInv1128,10000
ALTAI,HsInv1129,10000
ALTAI,HsInv1143,10000
ALTAI,HsInv1222,10000
ALTAI,HsInv1256,10000
ALTAI,HsInv1258,10000
ALTAI,HsInv1263,10000
ALTAI,HsInv1264,10000
ALTAI,HsInv1306,10000
ALTAI,HsInv1314,10000
ALTAI,HsInv1321,10000
ALTAI,HsInv1348,10000
ALTAI,HsInv1358,10000
ALTAI,HsInv1360,10000
ALTAI,HsInv1402,10000
ALTAI,HsInv1421,10000
ALTAI,HsInv1427,10000
ALTAI,HsInv1474,10000
ALTAI,HsInv1569,10000
ALTAI,HsInv1590,10000
ALTAI,HsInv1785,10000
ALTAI,HsInv1790,10000
ALTAI,HsInv1798,10000
ALTAI,HsInv1819,10000
ALTAI,HsInv1820,10000
ALTAI,HsInv1838,10000
ALTAI,HsInv1848,10000
ALTAI,HsInv1867,10000
ALTAI,HsInv1868,10000
ALTAI,HsInv1874,10000
ALTAI,HsInv1875,10000
ALTAI,HsOtb1874,10000
ALTAI,HsOth0154,10000
ALTAI,HsOth0170,10000
ALTAI,HsOth0171,10000
ALTAI,HsOth0178,10000
ALTAI,HsOth0182,10000
ALTAI,HsOth0186,10000
ALTAI,HsOth0190,10000
ALTAI,HsOth0211,10000
ALTAI,HsOth0224,10000
ALTAI,HsOth0310,10000
ALTAI,HsOth0335,10000
ALTAI,HsOth0463,10000
ALTAI,HsOth0574,10000
ALTAI,HsOth0589,10000
ALTAI,HsOth0612,10000
ALTAI,HsOth0968,10000
ALTAI,HsOth0987,10000
ALTAI,HsOth0997,10000
ALTAI,HsOth1004,10000
ALTAI,HsOth1013,10000
ALTAI,HsOth1112,10000
ALTAI,HsOth1122,10000
ALTAI,HsOth1130,10000
ALTAI,HsOth1141,10000
ALTAI,HsOth1146,10000
ALTAI,HsOth1153,10000
ALTAI,HsOth1216,10000
ALTAI,HsOth1225,10000
ALTAI,HsOth1240,10000
ALTAI,HsOth1269,10000
ALTAI,HsOth1275,10000
ALTAI,HsOth1306,10000
ALTAI,HsOth1313,10000
ALTAI,HsOth1329,10000
ALTAI,HsOth1376,10000
ALTAI,HsOth1408,10000
ALTAI,HsOth1411,10000
ALTAI,HsOth1414,10000
ALTAI,HsOth1422,10000
ALTAI,HsOth1425,10000
ALTAI,HsOth1428,10000
ALTAI,HsOth1432,10000
ALTAI,HsOth1454,10000
ALTAI,HsOth1468,10000
ALTAI,HsOth1471,10000
ALTAI,HsOth1484,10000
ALTAI,HsOth1497,10000
ALTAI,HsOth1511,10000
ALTAI,HsOth1579,10000
ALTAI,HsOth1614,10000
ALTAI,HsOth1637,10000
ALTAI,HsOth1667,10000
ALTAI,HsOth1681,10000
ALTAI,HsOth1700,10000
